,company,Job_title,location,involment,industry_emp,application,follower_link,state,city,country,Followers
209,Boon,Graduate Engineering Trainee,"Gurugram, Haryana, India",Full-time,51-200 employees,See how you compare to 49 applicants. Try Premium for free,https://www.linkedin.com/company/helloboon/life/, Haryana,Gurugram, India,"15,194 followers"
210,VAYUZ Technologies,Business Analytics Internship in Noida at Vayuz Technologies Private Limited,"Noida, Uttar Pradesh, India",Full-time · Internship,51-200 employees · IT Services and IT Consulting,See how you compare to 16 applicants. Try Premium for free,https://www.linkedin.com/company/vayuz-technologies/life/, Uttar Pradesh,Noida, India,"11,349 followers"
211,Salesken,Accounts (Finance) Internship in Bangalore at Salesken,"Bengaluru, Karnataka, India",Full-time · Internship,51-200 employees · Software Development,See how you compare to 30 applicants. Try Premium for free,https://www.linkedin.com/company/salesken/life/, Karnataka,Bengaluru, India,"New York, New York"
212,Alstom,V&V Designer,"Bengaluru, Karnataka, India","10,001+ employees · Rail Transportation",3 company alumni · 6 school alumni,See how you compare to 4 applicants. Try Premium for free,https://www.linkedin.com/company/alstom/life/, Karnataka,Bengaluru, India,"1,081,316 followers"
213,Accenture in India,Pricing Optimization Manager,"Open Area, Delhi, India",Full-time · Mid-Senior level,"10,001+ employees · IT Services and IT Consulting",See how you compare to 7 applicants. Try Premium for free,https://www.linkedin.com/company/accentureindia/life/, Delhi,Open Area, India,"1,497,010 followers"
214,NatWest Group,Project Analyst,"Chennai, Tamil Nadu, India",Full-time · Associate,"10,001+ employees · Banking",See how you compare to 33 applicants. Try Premium for free,https://www.linkedin.com/company/natwest-group/life/, Tamil Nadu,Chennai, India,"533,015 followers"
215,EY,Tech Consulting- D&A-Teradata Staff,"Chennai, Tamil Nadu, India",Full-time · Mid-Senior level,"10,001+ employees · Accounting",See recent hiring trends for EY. Try Premium for free,https://www.linkedin.com/company/ernstandyoung/life/, Tamil Nadu,Chennai, India,"6,960,617 followers"
216,EY,Tech Consulting- D&A-Teradata Staff,"Chennai, Tamil Nadu, India",Full-time · Mid-Senior level,"10,001+ employees · Accounting",See recent hiring trends for EY. Try Premium for free,https://www.linkedin.com/company/ernstandyoung/life/, Tamil Nadu,Chennai, India,"6,960,617 followers"
217,EY,Tech Consulting- D&A-Teradata Staff,"Mumbai, Maharashtra, India",Full-time · Mid-Senior level,"10,001+ employees · Accounting",See recent hiring trends for EY. Try Premium for free,https://www.linkedin.com/company/ernstandyoung/life/, Maharashtra,Mumbai, India,"6,960,617 followers"
218,Sutherland,Job Template: Associate Manager – Service Delivery L-4,"Mumbai, Maharashtra, India",Full-time,"10,001+ employees · IT Services and IT Consulting",See recent hiring trends for Sutherland - Global. Try Premium for free,https://www.linkedin.com/company/sutherland-global/life/, Maharashtra,Mumbai, India,"481,661 followers"
219,Sutherland,Lead - Credit Research,"Navi Mumbai, Maharashtra, India",Full-time · Mid-Senior level,"10,001+ employees · IT Services and IT Consulting",See recent hiring trends for Sutherland - Global. Try Premium for free,https://www.linkedin.com/company/sutherland-global/life/, Maharashtra,Navi Mumbai, India,"481,661 followers"
220,PwC,Associate- Gurgaon- Technology Consulting,"Delhi, Delhi, India",Full-time · Associate,"10,001+ employees · Accounting",See how you compare to 41 applicants. Try Premium for free,https://www.linkedin.com/company/pwc/life/, Delhi,Delhi, India,None
221,Target,Item Data Analyst,"Bengaluru, Karnataka, India",Full-time · Entry level,"10,001+ employees · Retail",See how you compare to 227 applicants. Try Premium for free,https://www.linkedin.com/company/target/life/, Karnataka,Bengaluru, India,"1,612,821 followers"
222,NatWest Group,Project Analyst,"Gurgaon, Haryana, India",Full-time · Associate,"10,001+ employees · Banking",See how you compare to 25 applicants. Try Premium for free,https://www.linkedin.com/company/natwest-group/life/, Haryana,Gurgaon, India,"533,015 followers"
223,Arin Consultancy Private Limited,Company Secretary (CS) Internship in Mumbai at Arin Consultancy Private Limited,"Mumbai, Maharashtra, India",Full-time · Internship,1-10 employees · Human Resources Services,See how you compare to 5 applicants. Try Premium for free,https://www.linkedin.com/company/arin-consultancy-private-limited/life/, Maharashtra,Mumbai, India,"2,575 followers"
224,Sutherland,Manager - Process Improvement,"Chennai, Tamil Nadu, India",Full-time · Mid-Senior level,"10,001+ employees · IT Services and IT Consulting",See recent hiring trends for Sutherland - Global. Try Premium for free,https://www.linkedin.com/company/sutherland-global/life/, Tamil Nadu,Chennai, India,"481,661 followers"
225,AECOM,Electrical Engineering I,"Mumbai, Maharashtra, India",Full-time · Entry level,"10,001+ employees · Civil Engineering",See how you compare to 98 applicants. Try Premium for free,https://www.linkedin.com/company/aecom/life/, Maharashtra,Mumbai, India,"1,554,535 followers"
226,Bajaj Finserv,Manager - Digital Product Finance - Prime(JR00100352),"Surat, Gujarat, India",Full-time,"10,001+ employees · Financial Services",See recent hiring trends for Bajaj Finserv. Try Premium for free,https://www.linkedin.com/company/bajaj-finserv-lending/life/, Gujarat,Surat, India,"901,553 followers"
227,BYJU'S,Business Development Associate,"Bengaluru, Karnataka, India",Full-time,"10,001+ employees",See how you compare to 13 applicants. Try Premium for free,https://www.linkedin.com/company/byjus/life/, Karnataka,Bengaluru, India,"1,668,861 followers"
228,TYZER TECHNOLOGIES,Sr. Analysis Engineer,"Bengaluru North, Karnataka, India",Full-time · Mid-Senior level,"501-1,000 employees · IT Services and IT Consulting",See how you compare to 4 applicants. Try Premium for free,https://www.linkedin.com/company/tyzer-technologies/life/, Karnataka,Bengaluru North, India,"2,849 followers"
229,Expedite Informatics Pvt Ltd,"BE, BCA & MCA Fresher","Pune, Maharashtra, India",Full-time,11-50 employees,See how you compare to 39 applicants. Try Premium for free,https://www.linkedin.com/company/expedite-informatics-pvt-ltd/life/, Maharashtra,Pune, India,"20,135 followers"
230,Accenture in India,Associate-Insurance,"Bengaluru, Karnataka, India",Full-time · Entry level,"10,001+ employees · IT Services and IT Consulting",See how you compare to 40 applicants. Try Premium for free,https://www.linkedin.com/company/accentureindia/life/, Karnataka,Bengaluru, India,"1,497,011 followers"
231,National Institute for Smart Government,"Jr. Consultant - Domain - MCA, Delhi","Delhi, Delhi, India",Full-time · Entry level,201-500 employees · Business Consulting and Services,See recent hiring trends for National Institute for Smart Government. Try Premium for free,https://www.linkedin.com/company/nisgsmartgov/life/, Delhi,Delhi, India,"20,592 followers"
232,IDFC FIRST Bank,Operations Manager-Retail Assets Operations,"Mumbai, Maharashtra, India",Full-time · Mid-Senior level,"10,001+ employees · Banking",See how you compare to 184 applicants. Try Premium for free,https://www.linkedin.com/company/idfcfirstbank/life/, Maharashtra,Mumbai, India,"867,550 followers"
233,KONE,"Configuration Owner, Data Science Platform","Chennai, Tamil Nadu, India",Full-time · Mid-Senior level,"10,001+ employees · Industrial Machinery Manufacturing",See how you compare to 4 applicants. Try Premium for free,https://www.linkedin.com/company/kone/life/, Tamil Nadu,Chennai, India,"406,028 followers"
234,TCY Learning Solutions (P) Ltd,Online Tutoring part time job/internship at Ludhiana in TCY Learning Solutions Private Limited,"Ludhiana, Punjab, India",Part-time · Internship,201-500 employees · E-Learning Providers,See how you compare to 8 applicants. Try Premium for free,https://www.linkedin.com/company/tcy-learning-solutions-p-ltd./life/, Punjab,Ludhiana, India,"3,349 followers"
235,PwC India,Senior Associate - Bangalore - Technology Consulting,"Bengaluru, Karnataka, India",Full-time · Mid-Senior level,"5,001-10,000 employees · Business Consulting and Services",See how you compare to 14 applicants. Try Premium for free,https://www.linkedin.com/company/pwc-india/life/, Karnataka,Bengaluru, India,"914,696 followers"
236,Deloitte Asia Pacific,Business Role,"Bengaluru, Karnataka, India",Full-time · Mid-Senior level,"10,001+ employees · Business Consulting and Services",See how you compare to 61 applicants. Try Premium for free,https://www.linkedin.com/company/deloitte-asia-pacific/life/, Karnataka,Bengaluru, India,"7,175 followers"
237,iHub Anubhuti-IIITD Foundation,Data Extraction Analysis Internship in Delhi at IHub Anubhuti-IIITD Foundation,"Delhi, Delhi, India",Full-time · Internship,11-50 employees · Non-profit Organizations,See how you compare to 28 applicants. Try Premium for free,https://www.linkedin.com/company/ihub-anubhuti/life/, Delhi,Delhi, India,383 followers
238,The University of British Columbia,Research Assistant,"Agra, Uttar Pradesh, India",Full-time · Entry level,"10,001+ employees · Higher Education",See how you compare to 24 applicants. Try Premium for free,https://www.linkedin.com/company/universityofbc/life/, Uttar Pradesh,Agra, India,"515,238 followers"
239,Midas (Private) Limited,Data Analytics Internship in Greater Noida at Midas Private Limited,"Gautam Buddha Nagar, Uttar Pradesh, India",Full-time · Internship,201-500 employees · Advertising Services,See how you compare to 33 applicants. Try Premium for free,https://www.linkedin.com/company/midas-private-limited/life/, Uttar Pradesh,Gautam Buddha Nagar, India,None
240,Accenture in India,Industry X - Aero Engineering - Stress Analysis - 11,"Bengaluru, Karnataka, India",Full-time · Entry level,"10,001+ employees · IT Services and IT Consulting",See how you compare to 7 applicants. Try Premium for free,https://www.linkedin.com/company/accentureindia/life/, Karnataka,Bengaluru, India,"1,497,012 followers"
241,EY,Tech Consulting- D&A-Teradata Staff,"Gurugram, Haryana, India",Full-time · Mid-Senior level,"10,001+ employees · Accounting",See recent hiring trends for EY. Try Premium for free,https://www.linkedin.com/company/ernstandyoung/life/, Haryana,Gurugram, India,"6,960,620 followers"
242,NatWest Group,Quality Automation Specialist,"Gurgaon, Haryana, India",Full-time,"10,001+ employees · Banking",See how you compare to 9 applicants. Try Premium for free,https://www.linkedin.com/company/natwest-group/life/, Haryana,Gurgaon, India,"533,015 followers"
243,BYJU'S,Business Development Associate,India,Full-time,"10,001+ employees",See how you compare to 44 applicants. Try Premium for free,https://www.linkedin.com/company/byjus/life/,None,None,India,"1,668,863 followers"
244,HSBC,Business Analyst/CTO,"Pune, Maharashtra, India",Full-time,"10,001+ employees · Financial Services",See recent hiring trends for HSBC. Try Premium for free,https://www.linkedin.com/company/hsbc/life/, Maharashtra,Pune, India,"3,141,612 followers"
245,The 10x Academy,Data Entry Executive | Work From Home,India,Full-time · Entry level,51-200 employees · E-Learning Providers,See how you compare to 398 applicants. Try Premium for free,https://www.linkedin.com/company/the-10x-academy/life/,None,None,India,"11,039 followers"
246,TechMantra Global,SQL Lead,India,Full-time,51-200 employees,See how you compare to 43 applicants. Try Premium for free,https://www.linkedin.com/company/techmantra-gulf-dmcc/life/,None,None,India,"26,286 followers"
247,Accenture in India,Bus Process Delivery New Associate-Transaction risk management,"Hyderabad, Telangana, India",Full-time · Entry level,"10,001+ employees · IT Services and IT Consulting",See how you compare to 66 applicants. Try Premium for free,https://www.linkedin.com/company/accentureindia/life/, Telangana,Hyderabad, India,"1,497,012 followers"
248,Moody's Corporation,Data Specialist,"Gurgaon, Haryana, India",Full-time,"10,001+ employees · Financial Services",See how you compare to 6 applicants. Try Premium for free,https://www.linkedin.com/company/moodys-corporation/life/, Haryana,Gurgaon, India,"150,716 followers"
249,Mahindra Group,Deputy Manager- ER & D Security,Mumbai Metropolitan Region,Full-time · Entry level,"10,001+ employees · Executive Offices",See how you compare to 5 applicants. Try Premium for free,https://www.linkedin.com/company/mahindragroup/life/,None,None,Mumbai Metropolitan Region,"1,071,325 followers"
